name	name2	chrom	strand	exonCount	intronCount	intron_number	intron_start	intron_end	length
NR_003580.2	GTF2IP4	chr7	+	24	23	10	73191554	73192496	942
NR_003580.2	GTF2IP4	chr7	+	24	23	11	73192555	73192950	395
NR_003580.2	GTF2IP4	chr7	+	24	23	12	73193025	73194625	1600
NR_003580.2	GTF2IP4	chr7	+	24	23	13	73194727	73195635	908
NR_003580.2	GTF2IP4	chr7	+	24	23	14	73195701	73195878	177
NR_003580.2	GTF2IP4	chr7	+	24	23	15	73196062	73197963	1901
NR_003580.2	GTF2IP4	chr7	+	24	23	16	73198019	73198692	673
NR_003580.2	GTF2IP4	chr7	+	24	23	17	73198773	73199695	922
NR_003580.2	GTF2IP4	chr7	+	24	23	18	73199779	73200448	669
NR_003580.2	GTF2IP4	chr7	+	24	23	19	73200632	73202111	1479
NR_003580.2	GTF2IP4	chr7	+	24	23	20	73202140	73203422	1282
NR_003580.2	GTF2IP4	chr7	+	24	23	21	73203464	73204562	1098
NR_003580.2	GTF2IP4	chr7	+	24	23	22	73204604	73205382	778
NR_003580.2	GTF2IP4	chr7	+	24	23	23	73205458	73206151	693
NR_135079.1	GTF2IP7	chr7	-	6	5	1	76092166	76093296	1130
NR_135079.1	GTF2IP7	chr7	-	6	5	2	76093401	76099439	6038
NR_135079.1	GTF2IP7	chr7	-	6	5	3	76099514	76099897	383
NR_135079.1	GTF2IP7	chr7	-	6	5	4	76099956	76108230	8274
NR_135079.1	GTF2IP7	chr7	-	6	5	5	76108309	76108434	125
NR_003934.2	GTF2IRD1P1	chr7	-	11	10	1	66811543	66816152	4609
NR_003934.2	GTF2IRD1P1	chr7	-	11	10	2	66816202	66823997	7795
NR_003934.2	GTF2IRD1P1	chr7	-	11	10	3	66824072	66825295	1223
NR_003934.2	GTF2IRD1P1	chr7	-	11	10	4	66825361	66831195	5834
NR_003934.2	GTF2IRD1P1	chr7	-	11	10	5	66831285	66832269	984
NR_003934.2	GTF2IRD1P1	chr7	-	11	10	6	66832480	66832984	504
NR_003934.2	GTF2IRD1P1	chr7	-	11	10	7	66833022	66836734	3712
NR_003934.2	GTF2IRD1P1	chr7	-	11	10	8	66836800	66839539	2739
NR_003934.2	GTF2IRD1P1	chr7	-	11	10	9	66839629	66839896	267
NR_003934.2	GTF2IRD1P1	chr7	-	11	10	10	66839934	66844675	4741
NR_170885.1	GTF2IRD2	chr7	-	17	16	1	74798265	74801984	3719
NR_170885.1	GTF2IRD2	chr7	-	17	16	2	74802013	74803297	1284
NR_170885.1	GTF2IRD2	chr7	-	17	16	3	74803481	74804776	1295
NR_170885.1	GTF2IRD2	chr7	-	17	16	4	74804860	74806933	2073
NR_170885.1	GTF2IRD2	chr7	-	17	16	5	74807011	74809107	2096
NR_170885.1	GTF2IRD2	chr7	-	17	16	6	74809189	74810895	1706
NR_170885.1	GTF2IRD2	chr7	-	17	16	7	74810952	74812738	1786
NR_170885.1	GTF2IRD2	chr7	-	17	16	8	74812816	74819553	6737
NR_170885.1	GTF2IRD2	chr7	-	17	16	9	74819597	74819968	371
NR_170885.1	GTF2IRD2	chr7	-	17	16	10	74820023	74822426	2403
NR_170885.1	GTF2IRD2	chr7	-	17	16	11	74822526	74822623	97
NR_170885.1	GTF2IRD2	chr7	-	17	16	12	74822807	74824932	2125
NR_170885.1	GTF2IRD2	chr7	-	17	16	13	74825052	74832804	7752
NR_170885.1	GTF2IRD2	chr7	-	17	16	14	74832943	74836279	3336
NR_170885.1	GTF2IRD2	chr7	-	17	16	15	74836383	74849111	12728
NR_170885.1	GTF2IRD2	chr7	-	17	16	16	74850290	74851366	1076
NR_038427.1	GTF3C2-AS1	chr2	+	4	3	1	27335720	27336291	571
NR_038427.1	GTF3C2-AS1	chr2	+	4	3	2	27336470	27337210	740
NR_038427.1	GTF3C2-AS1	chr2	+	4	3	3	27337326	27337436	110
NR_183827.1	GTF3C2-AS2	chr2	+	4	3	1	27356856	27357807	951
NR_183827.1	GTF3C2-AS2	chr2	+	4	3	2	27357902	27358884	982
NR_183827.1	GTF3C2-AS2	chr2	+	4	3	3	27359460	27367423	7963
NR_133925.1	GTF3C4	chr9	+	6	5	1	132670955	132677976	7021
NR_133925.1	GTF3C4	chr9	+	6	5	2	132679803	132683220	3417
NR_133925.1	GTF3C4	chr9	+	6	5	3	132683258	132683562	304
NR_133925.1	GTF3C4	chr9	+	6	5	4	132683693	132687238	3545
NR_133925.1	GTF3C4	chr9	+	6	5	5	132687327	132688880	1553
NR_160904.1	GTSCR1	chr18	-	3	2	1	70630689	70642544	11855
NR_160904.1	GTSCR1	chr18	-	3	2	2	70642723	70650609	7886
NR_104286.2	GUCD1	chr22	-	4	3	1	24543100	24546913	3813
NR_104286.2	GUCD1	chr22	-	4	3	2	24547005	24547907	902
NR_104286.2	GUCD1	chr22	-	4	3	3	24548073	24555614	7541
NR_003923.2	GUCY1B2	chr13	-	17	16	1	50994811	51004252	9441
NR_003923.2	GUCY1B2	chr13	-	17	16	2	51004576	51006699	2123
NR_003923.2	GUCY1B2	chr13	-	17	16	3	51006909	51006989	80
NR_003923.2	GUCY1B2	chr13	-	17	16	4	51007141	51010072	2931
NR_003923.2	GUCY1B2	chr13	-	17	16	5	51010227	51016180	5953
NR_003923.2	GUCY1B2	chr13	-	17	16	6	51016327	51016915	588
NR_003923.2	GUCY1B2	chr13	-	17	16	7	51017064	51020397	3333
NR_003923.2	GUCY1B2	chr13	-	17	16	8	51020718	51024099	3381
NR_003923.2	GUCY1B2	chr13	-	17	16	9	51024316	51025333	1017
NR_003923.2	GUCY1B2	chr13	-	17	16	10	51025437	51026701	1264
NR_003923.2	GUCY1B2	chr13	-	17	16	11	51026813	51028207	1394
NR_003923.2	GUCY1B2	chr13	-	17	16	12	51028404	51029593	1189
NR_003923.2	GUCY1B2	chr13	-	17	16	13	51029693	51034002	4309
NR_003923.2	GUCY1B2	chr13	-	17	16	14	51034159	51048219	14060
NR_003923.2	GUCY1B2	chr13	-	17	16	15	51048314	51062820	14506
NR_003923.2	GUCY1B2	chr13	-	17	16	16	51062894	51065950	3056
NR_186173.1	GUCY2C-AS1	chr12	+	6	5	1	14665697	14665858	161
NR_186173.1	GUCY2C-AS1	chr12	+	6	5	2	14666013	14668028	2015
NR_186173.1	GUCY2C-AS1	chr12	+	6	5	3	14668146	14672265	4119
NR_186173.1	GUCY2C-AS1	chr12	+	6	5	4	14672314	14718034	45720
NR_186173.1	GUCY2C-AS1	chr12	+	6	5	5	14718075	14733396	15321
NR_024042.2	GUCY2EP	chr11	-	20	19	1	76680369	76682773	2404
NR_024042.2	GUCY2EP	chr11	-	20	19	2	76682800	76689034	6234
NR_024042.2	GUCY2EP	chr11	-	20	19	3	76689227	76691603	2376
NR_024042.2	GUCY2EP	chr11	-	20	19	4	76691688	76694057	2369
NR_024042.2	GUCY2EP	chr11	-	20	19	5	76694135	76694537	402
NR_024042.2	GUCY2EP	chr11	-	20	19	6	76694659	76695362	703
NR_024042.2	GUCY2EP	chr11	-	20	19	7	76695549	76696740	1191
NR_024042.2	GUCY2EP	chr11	-	20	19	8	76696915	76703334	6419
NR_024042.2	GUCY2EP	chr11	-	20	19	9	76703527	76704160	633
NR_024042.2	GUCY2EP	chr11	-	20	19	10	76704324	76707504	3180
NR_024042.2	GUCY2EP	chr11	-	20	19	11	76707685	76708249	564
NR_024042.2	GUCY2EP	chr11	-	20	19	12	76708442	76712266	3824
NR_024042.2	GUCY2EP	chr11	-	20	19	13	76712415	76712715	300
NR_024042.2	GUCY2EP	chr11	-	20	19	14	76712744	76716408	3664
NR_024042.2	GUCY2EP	chr11	-	20	19	15	76716461	76716545	84
NR_024042.2	GUCY2EP	chr11	-	20	19	16	76716642	76716729	87
NR_024042.2	GUCY2EP	chr11	-	20	19	17	76716898	76717933	1035
NR_024042.2	GUCY2EP	chr11	-	20	19	18	76718026	76719497	1471
NR_024042.2	GUCY2EP	chr11	-	20	19	19	76719865	76721706	1841
NR_028134.1	GUCY2GP	chr10	-	19	18	1	112308281	112309208	927
NR_028134.1	GUCY2GP	chr10	-	19	18	2	112309300	112311154	1854
NR_028134.1	GUCY2GP	chr10	-	19	18	3	112311253	112312316	1063
NR_028134.1	GUCY2GP	chr10	-	19	18	4	112312490	112314248	1758
NR_028134.1	GUCY2GP	chr10	-	19	18	5	112314441	112315300	859
NR_028134.1	GUCY2GP	chr10	-	19	18	6	112315441	112317878	2437
NR_028134.1	GUCY2GP	chr10	-	19	18	7	112318056	112324377	6321
NR_028134.1	GUCY2GP	chr10	-	19	18	8	112324533	112327186	2653
NR_028134.1	GUCY2GP	chr10	-	19	18	9	112327355	112336445	9090
NR_028134.1	GUCY2GP	chr10	-	19	18	10	112336529	112339048	2519
NR_028134.1	GUCY2GP	chr10	-	19	18	11	112339186	112339998	812
NR_028134.1	GUCY2GP	chr10	-	19	18	12	112340036	112340756	720
NR_028134.1	GUCY2GP	chr10	-	19	18	13	112340905	112341636	731
NR_028134.1	GUCY2GP	chr10	-	19	18	14	112341746	112346005	4259
NR_028134.1	GUCY2GP	chr10	-	19	18	15	112346150	112348162	2012
NR_028134.1	GUCY2GP	chr10	-	19	18	16	112348348	112351744	3396
NR_028134.1	GUCY2GP	chr10	-	19	18	17	112351854	112353841	1987
NR_028134.1	GUCY2GP	chr10	-	19	18	18	112354174	112356220	2046
NR_164744.1	GULP1	chr2	+	15	14	1	188292166	188383762	91596
NR_164744.1	GULP1	chr2	+	15	14	2	188383889	188477658	93769
NR_164744.1	GULP1	chr2	+	15	14	3	188477730	188483430	5700
NR_164744.1	GULP1	chr2	+	15	14	4	188483492	188522755	39263
NR_164744.1	GULP1	chr2	+	15	14	5	188522827	188529096	6269
NR_164744.1	GULP1	chr2	+	15	14	6	188529195	188541180	11985
NR_164744.1	GULP1	chr2	+	15	14	7	188541318	188569238	27920
NR_164744.1	GULP1	chr2	+	15	14	8	188569355	188569619	264
NR_164744.1	GULP1	chr2	+	15	14	9	188569643	188570027	384
NR_164744.1	GULP1	chr2	+	15	14	10	188570120	188582340	12220
NR_164744.1	GULP1	chr2	+	15	14	11	188582413	188584264	1851
NR_164744.1	GULP1	chr2	+	15	14	12	188584403	188587854	3451
NR_164744.1	GULP1	chr2	+	15	14	13	188587949	188589739	1790
NR_164744.1	GULP1	chr2	+	15	14	14	188589750	188593939	4189
NR_120531.2	GUSB	chr7	-	11	10	1	65961063	65964322	3259
NR_120531.2	GUSB	chr7	-	11	10	2	65964458	65967730	3272
NR_120531.2	GUSB	chr7	-	11	10	3	65967907	65974294	6387
NR_120531.2	GUSB	chr7	-	11	10	4	65974441	65974525	84
NR_120531.2	GUSB	chr7	-	11	10	5	65974704	65974918	214
NR_120531.2	GUSB	chr7	-	11	10	6	65975071	65976014	943
NR_120531.2	GUSB	chr7	-	11	10	7	65976202	65979398	3196
NR_120531.2	GUSB	chr7	-	11	10	8	65979541	65979726	185
NR_120531.2	GUSB	chr7	-	11	10	9	65979911	65980223	312
NR_120531.2	GUSB	chr7	-	11	10	10	65980409	65981973	1564
NR_027028.3	GUSBP1	chr5	+	6	5	1	21459584	21459677	93
NR_027028.3	GUSBP1	chr5	+	6	5	2	21459743	21461782	2039
NR_027028.3	GUSBP1	chr5	+	6	5	3	21461866	21491320	29454
NR_027028.3	GUSBP1	chr5	+	6	5	4	21491508	21495097	3589
NR_027028.3	GUSBP1	chr5	+	6	5	5	21495182	21497021	1839
NR_030766.1	GUSBP10	chr7	-	4	3	1	57166019	57177374	11355
NR_030766.1	GUSBP10	chr7	-	4	3	2	57177528	57178200	672
NR_030766.1	GUSBP10	chr7	-	4	3	3	57178386	57179868	1482
NR_024448.2	GUSBP11	chr22	-	12	11	1	23638942	23659864	20922
NR_024448.2	GUSBP11	chr22	-	12	11	2	23660000	23683724	23724
NR_024448.2	GUSBP11	chr22	-	12	11	3	23683867	23690235	6368
NR_024448.2	GUSBP11	chr22	-	12	11	4	23690356	23694118	3762
NR_024448.2	GUSBP11	chr22	-	12	11	5	23695517	23700725	5208
NR_024448.2	GUSBP11	chr22	-	12	11	6	23700845	23705428	4583
NR_024448.2	GUSBP11	chr22	-	12	11	7	23705541	23709129	3588
NR_024448.2	GUSBP11	chr22	-	12	11	8	23709241	23709785	544
NR_024448.2	GUSBP11	chr22	-	12	11	9	23709867	23714186	4319
NR_024448.2	GUSBP11	chr22	-	12	11	10	23714342	23715008	666
NR_024448.2	GUSBP11	chr22	-	12	11	11	23715194	23717030	1836
NR_029426.1	GUSBP14	chr5	-	10	9	1	70139720	70142330	2610
NR_029426.1	GUSBP14	chr5	-	10	9	2	70142445	70196877	54432
NR_029426.1	GUSBP14	chr5	-	10	9	3	70196970	70197254	284
NR_029426.1	GUSBP14	chr5	-	10	9	4	70197390	70219917	22527
NR_029426.1	GUSBP14	chr5	-	10	9	5	70220092	70221930	1838
NR_029426.1	GUSBP14	chr5	-	10	9	6	70222015	70225607	3592
NR_029426.1	GUSBP14	chr5	-	10	9	7	70225795	70258881	33086
NR_029426.1	GUSBP14	chr5	-	10	9	8	70259037	70260503	1466
NR_029426.1	GUSBP14	chr5	-	10	9	9	70260537	70290075	29538
NR_034021.1	GUSBP15	chr5	-	11	10	1	70481538	70495023	13485
NR_034021.1	GUSBP15	chr5	-	11	10	2	70495198	70497036	1838
NR_034021.1	GUSBP15	chr5	-	11	10	3	70497121	70500716	3595
NR_034021.1	GUSBP15	chr5	-	11	10	4	70500903	70516307	15404
NR_034021.1	GUSBP15	chr5	-	11	10	5	70516482	70518320	1838
NR_034021.1	GUSBP15	chr5	-	11	10	6	70518405	70522000	3595
NR_034021.1	GUSBP15	chr5	-	11	10	7	70522188	70555217	33029
NR_034021.1	GUSBP15	chr5	-	11	10	8	70555373	70556839	1466
NR_034021.1	GUSBP15	chr5	-	11	10	9	70556873	70580371	23498
NR_034021.1	GUSBP15	chr5	-	11	10	10	70580445	70585618	5173
NR_146391.1	GUSBP16	chr5	+	11	10	1	70720033	70749576	29543
NR_146391.1	GUSBP16	chr5	+	11	10	2	70749610	70751076	1466
NR_146391.1	GUSBP16	chr5	+	11	10	3	70751232	70785437	34205
NR_146391.1	GUSBP16	chr5	+	11	10	4	70785625	70789207	3582
NR_146391.1	GUSBP16	chr5	+	11	10	5	70789292	70791131	1839
NR_146391.1	GUSBP16	chr5	+	11	10	6	70791306	70795780	4474
NR_146391.1	GUSBP16	chr5	+	11	10	7	70795916	70796200	284
NR_146391.1	GUSBP16	chr5	+	11	10	8	70796293	70850809	54516
NR_146391.1	GUSBP16	chr5	+	11	10	9	70850924	70853535	2611
NR_146391.1	GUSBP16	chr5	+	11	10	10	70854129	70872227	18098
NR_033968.1	GUSBP17	chr5	-	4	3	1	71220456	71222294	1838
NR_033968.1	GUSBP17	chr5	-	4	3	2	71222379	71225966	3587
NR_033968.1	GUSBP17	chr5	-	4	3	3	71226154	71259189	33035
NR_027503.1	GUSBP19	chr5	-	4	3	1	100379842	100380086	244
NR_027503.1	GUSBP19	chr5	-	4	3	2	100380235	100381210	975
NR_027503.1	GUSBP19	chr5	-	4	3	3	100381398	100388228	6830
NR_003504.3	GUSBP2	chr6	-	9	8	1	26871579	26872123	544
NR_003504.3	GUSBP2	chr6	-	9	8	2	26872250	26878699	6449
NR_003504.3	GUSBP2	chr6	-	9	8	3	26878835	26883342	4507
NR_003504.3	GUSBP2	chr6	-	9	8	4	26883517	26885358	1841
NR_003504.3	GUSBP2	chr6	-	9	8	5	26885443	26889009	3566
NR_003504.3	GUSBP2	chr6	-	9	8	6	26889197	26925119	35922
NR_003504.3	GUSBP2	chr6	-	9	8	7	26925275	26951085	25810
NR_003504.3	GUSBP2	chr6	-	9	8	8	26951159	26956388	5229
NR_027386.2	GUSBP3	chr5	-	6	5	1	69640366	69642204	1838
NR_027386.2	GUSBP3	chr5	-	6	5	2	69642289	69645881	3592
NR_027386.2	GUSBP3	chr5	-	6	5	3	69646069	69679144	33075
NR_027386.2	GUSBP3	chr5	-	6	5	4	69679300	69680765	1465
NR_027386.2	GUSBP3	chr5	-	6	5	5	69680799	69710343	29544
NR_132999.1	GUSBP4	chr6	-	5	4	1	57913042	57924416	11374
NR_132999.1	GUSBP4	chr6	-	5	4	2	57924591	57926425	1834
NR_132999.1	GUSBP4	chr6	-	5	4	3	57926510	57930103	3593
NR_132999.1	GUSBP4	chr6	-	5	4	4	57930291	57936886	6595
NR_130990.3	GVQW3	chr11	+	4	3	1	76381374	76403659	22285
NR_130990.3	GVQW3	chr11	+	4	3	2	76403921	76408476	4555
NR_130990.3	GVQW3	chr11	+	4	3	3	76408622	76410861	2239
NR_121572.1	GXYLT1P3	chr9	+	4	3	1	40350155	40351986	1831
NR_121572.1	GXYLT1P3	chr9	+	4	3	2	40352089	40352593	504
NR_121572.1	GXYLT1P3	chr9	+	4	3	3	40352723	40353256	533
NR_138564.2	GXYLT2	chr3	+	7	6	1	72888508	72908366	19858
NR_138564.2	GXYLT2	chr3	+	7	6	2	72908559	72922203	13644
NR_138564.2	GXYLT2	chr3	+	7	6	3	72922335	72955097	32762
NR_138564.2	GXYLT2	chr3	+	7	6	4	72955349	72957233	1884
NR_138564.2	GXYLT2	chr3	+	7	6	5	72957352	72967546	10194
NR_138564.2	GXYLT2	chr3	+	7	6	6	72967719	72974976	7257
NR_033667.1	GYG2P1	chrY	-	5	4	1	12406500	12406795	295
NR_033667.1	GYG2P1	chrY	-	5	4	2	12406937	12407192	255
NR_033667.1	GYG2P1	chrY	-	5	4	3	12407309	12420315	13006
NR_033667.1	GYG2P1	chrY	-	5	4	4	12420454	12421549	1095
NR_027763.2	GYS1	chr19	-	15	14	1	48969611	48969774	163
NR_027763.2	GYS1	chr19	-	15	14	2	48969855	48970545	690
NR_027763.2	GYS1	chr19	-	15	14	3	48970709	48970927	218
NR_027763.2	GYS1	chr19	-	15	14	4	48971023	48974212	3189
NR_027763.2	GYS1	chr19	-	15	14	5	48974339	48974619	280
NR_027763.2	GYS1	chr19	-	15	14	6	48974733	48977923	3190
NR_027763.2	GYS1	chr19	-	15	14	7	48978002	48978097	95
NR_027763.2	GYS1	chr19	-	15	14	8	48978157	48981529	3372
NR_027763.2	GYS1	chr19	-	15	14	9	48981636	48982254	618
NR_027763.2	GYS1	chr19	-	15	14	10	48982375	48982719	344
NR_027763.2	GYS1	chr19	-	15	14	11	48982837	48985460	2623
NR_027763.2	GYS1	chr19	-	15	14	12	48985605	48985849	244
NR_027763.2	GYS1	chr19	-	15	14	13	48986035	48987193	1158
NR_027763.2	GYS1	chr19	-	15	14	14	48987385	48992994	5609
NR_144343.2	GZMB	chr14	-	4	3	1	24631214	24631857	643
NR_144343.2	GZMB	chr14	-	4	3	2	24632118	24632914	796
NR_144343.2	GZMB	chr14	-	4	3	3	24633062	24634105	1043
NR_026991.1	H1-10-AS1	chr3	+	5	4	1	129317345	129317931	586
NR_026991.1	H1-10-AS1	chr3	+	5	4	2	129318310	129318542	232
NR_026991.1	H1-10-AS1	chr3	+	5	4	3	129318637	129323349	4712
NR_026991.1	H1-10-AS1	chr3	+	5	4	4	129323604	129324180	576
NR_024192.1	H1-9P	chr17	-	2	1	1	50172031	50172177	146
NR_002196.3	H19	chr11	-	5	4	1	1995794	1995875	81
NR_002196.3	H19	chr11	-	5	4	2	1995998	1996078	80
NR_002196.3	H19	chr11	-	5	4	3	1996191	1996286	95
NR_002196.3	H19	chr11	-	5	4	4	1996421	1996517	96
NR_045125.2	H2AC2P	chr6	+	2	1	1	25733549	25737259	3710
NR_027716.3	H2AJ	chr12	+	2	1	1	14774976	14775290	314
NR_125923.1	H2AZ1-DT	chr4	+	4	3	1	99950680	100025281	74601
NR_125923.1	H2AZ1-DT	chr4	+	4	3	2	100025327	100033933	8606
NR_125923.1	H2AZ1-DT	chr4	+	4	3	3	100034020	100037527	3507
NR_187580.1	H2AZ2-DT	chr7	+	3	2	1	44848521	44848852	331
NR_187580.1	H2AZ2-DT	chr7	+	3	2	2	44849232	44849458	226
NR_186648.1	H2BC6-AS1	chr6	-	3	2	1	26161205	26163307	2102
NR_186648.1	H2BC6-AS1	chr6	-	3	2	2	26163676	26172034	8358
NR_160942.1	H2BP1	chr1	-	3	2	1	121108569	121109866	1297
NR_160942.1	H2BP1	chr1	-	3	2	2	121110164	121116865	6701
NR_160914.1	H2BP2	chr1	-	3	2	1	143875309	143879692	4383
NR_160914.1	H2BP2	chr1	-	3	2	2	143880209	143904226	24017
NR_130172.1	H2BW3P	chrX	-	4	3	1	104060849	104061682	833
NR_130172.1	H2BW3P	chrX	-	4	3	2	104061878	104062078	200
NR_130172.1	H2BW3P	chrX	-	4	3	3	104062137	104062560	423
NR_003238.2	H2BW4P	chrX	+	4	3	1	103976301	103976724	423
NR_003238.2	H2BW4P	chrX	+	4	3	2	103976783	103976983	200
NR_003238.2	H2BW4P	chrX	+	4	3	3	103977179	103978011	832
NR_185887.1	H3-3A-DT	chr1	-	2	1	1	226046590	226060989	14399
NR_160941.1	H3P4	chr1	-	3	2	1	121060926	121116865	55939
NR_160941.1	H3P4	chr1	-	3	2	2	121117229	121118193	964
NR_168447.1	H4C15	chr1	-	2	1	1	149854217	149860701	6484
NR_104424.2	HACE1	chr6	-	26	25	1	104729764	104730302	538
NR_104424.2	HACE1	chr6	-	26	25	2	104730416	104744159	13743
NR_104424.2	HACE1	chr6	-	26	25	3	104744230	104744511	281
NR_104424.2	HACE1	chr6	-	26	25	4	104744610	104750340	5730
NR_104424.2	HACE1	chr6	-	26	25	5	104750472	104771192	20720
NR_104424.2	HACE1	chr6	-	26	25	6	104771389	104771924	535
NR_104424.2	HACE1	chr6	-	26	25	7	104772074	104776740	4666
NR_104424.2	HACE1	chr6	-	26	25	8	104776828	104777012	184
NR_104424.2	HACE1	chr6	-	26	25	9	104777110	104777205	95
NR_104424.2	HACE1	chr6	-	26	25	10	104777317	104780352	3035
NR_104424.2	HACE1	chr6	-	26	25	11	104780457	104784085	3628
NR_104424.2	HACE1	chr6	-	26	25	12	104784173	104784416	243
NR_104424.2	HACE1	chr6	-	26	25	13	104784485	104784984	499
NR_104424.2	HACE1	chr6	-	26	25	14	104785319	104791503	6184
NR_104424.2	HACE1	chr6	-	26	25	15	104791654	104795578	3924
NR_104424.2	HACE1	chr6	-	26	25	16	104795685	104796654	969
NR_104424.2	HACE1	chr6	-	26	25	17	104796756	104796928	172
NR_104424.2	HACE1	chr6	-	26	25	18	104797025	104811310	14285
NR_104424.2	HACE1	chr6	-	26	25	19	104811393	104824813	13420
NR_104424.2	HACE1	chr6	-	26	25	20	104824907	104833041	8134
NR_104424.2	HACE1	chr6	-	26	25	21	104833173	104843222	10049
NR_104424.2	HACE1	chr6	-	26	25	22	104843298	104849141	5843
NR_104424.2	HACE1	chr6	-	26	25	23	104849246	104850906	1660
NR_104424.2	HACE1	chr6	-	26	25	24	104850996	104852316	1320
NR_104424.2	HACE1	chr6	-	26	25	25	104852371	104859566	7195
NR_104315.2	HACL1	chr3	-	15	14	1	15560897	15563357	2460
NR_104315.2	HACL1	chr3	-	15	14	2	15563544	15564550	1006
NR_104315.2	HACL1	chr3	-	15	14	3	15564658	15567843	3185
NR_104315.2	HACL1	chr3	-	15	14	4	15568002	15568431	429
NR_104315.2	HACL1	chr3	-	15	14	5	15568586	15571667	3081
NR_104315.2	HACL1	chr3	-	15	14	6	15571769	15573158	1389
NR_104315.2	HACL1	chr3	-	15	14	7	15573242	15579909	6667
NR_104315.2	HACL1	chr3	-	15	14	8	15580045	15582876	2831
NR_104315.2	HACL1	chr3	-	15	14	9	15582989	15585247	2258
NR_104315.2	HACL1	chr3	-	15	14	10	15585342	15586524	1182
NR_104315.2	HACL1	chr3	-	15	14	11	15586602	15591599	4997
NR_104315.2	HACL1	chr3	-	15	14	12	15591680	15596383	4703
NR_104315.2	HACL1	chr3	-	15	14	13	15596424	15601089	4665
NR_104315.2	HACL1	chr3	-	15	14	14	15601194	15601382	188
NR_183975.1	HAFML	chr4	+	3	2	1	176654276	176669620	15344
NR_183975.1	HAFML	chr4	+	3	2	2	176669709	176705902	36193
NR_110459.1	HAGLR	chr2	-	5	4	1	176176692	176177331	639
NR_110459.1	HAGLR	chr2	-	5	4	2	176177494	176177710	216
NR_110459.1	HAGLR	chr2	-	5	4	3	176177856	176179028	1172
NR_110459.1	HAGLR	chr2	-	5	4	4	176179098	176188418	9320
NR_110457.1	HAGLROS	chr2	+	2	1	1	176178253	176178424	171
NR_136199.1	HAND2-AS1	chr4	+	5	4	1	173530539	173530966	427
NR_136199.1	HAND2-AS1	chr4	+	5	4	2	173531078	173533912	2834
NR_136199.1	HAND2-AS1	chr4	+	5	4	3	173534122	173536847	2725
NR_136199.1	HAND2-AS1	chr4	+	5	4	4	173536970	173538062	1092
NR_046780.1	HAO2-IT1	chr1	+	2	1	1	119369008	119370083	1075
NR_003244.2	HAR1A	chr20	+	2	1	1	63103254	63103554	300
NR_152601.1	HAR1B	chr20	-	3	2	1	63095913	63096036	123
NR_152601.1	HAR1B	chr20	-	3	2	2	63096183	63102114	5931
NR_002835.2	HAS2-AS1	chr8	+	4	3	1	121640168	121641189	1021
NR_002835.2	HAS2-AS1	chr8	+	4	3	2	121641446	121642583	1137
NR_002835.2	HAS2-AS1	chr8	+	4	3	3	121642731	121644265	1534
NR_027862.2	HAT1	chr2	+	10	9	1	171922507	171925536	3029
NR_027862.2	HAT1	chr2	+	10	9	2	171925641	171952880	27239
NR_027862.2	HAT1	chr2	+	10	9	3	171953001	171965337	12336
NR_027862.2	HAT1	chr2	+	10	9	4	171965517	171965786	269
NR_027862.2	HAT1	chr2	+	10	9	5	171965908	171966408	500
NR_027862.2	HAT1	chr2	+	10	9	6	171966513	171966842	329
NR_027862.2	HAT1	chr2	+	10	9	7	171966949	171976156	9207
NR_027862.2	HAT1	chr2	+	10	9	8	171976308	171979246	2938
NR_027862.2	HAT1	chr2	+	10	9	9	171979363	171983184	3821
NR_026978.2	HAUS1	chr18	+	9	8	1	46104441	46105193	752
NR_026978.2	HAUS1	chr18	+	9	8	2	46105408	46118180	12772
NR_026978.2	HAUS1	chr18	+	9	8	3	46118316	46119925	1609
NR_026978.2	HAUS1	chr18	+	9	8	4	46120060	46122466	2406
NR_026978.2	HAUS1	chr18	+	9	8	5	46122590	46123298	708
NR_026978.2	HAUS1	chr18	+	9	8	6	46123364	46124821	1457
NR_026978.2	HAUS1	chr18	+	9	8	7	46124893	46125743	850
NR_026978.2	HAUS1	chr18	+	9	8	8	46125791	46128074	2283
NR_186318.1	HAUS5-DT	chr19	-	2	1	1	35608803	35612617	3814
NR_073156.2	HAUS7	chrX	-	13	12	1	153447909	153454393	6484
NR_073156.2	HAUS7	chrX	-	13	12	2	153454508	153454876	368
NR_073156.2	HAUS7	chrX	-	13	12	3	153455053	153455541	488
NR_073156.2	HAUS7	chrX	-	13	12	4	153455648	153456264	616
NR_073156.2	HAUS7	chrX	-	13	12	5	153456364	153456492	128
NR_073156.2	HAUS7	chrX	-	13	12	6	153456651	153457136	485
NR_073156.2	HAUS7	chrX	-	13	12	7	153457228	153462001	4773
NR_073156.2	HAUS7	chrX	-	13	12	8	153462067	153462213	146
NR_073156.2	HAUS7	chrX	-	13	12	9	153462260	153462609	349
NR_073156.2	HAUS7	chrX	-	13	12	10	153462671	153469145	6474
NR_073156.2	HAUS7	chrX	-	13	12	11	153469261	153470449	1188
NR_073156.2	HAUS7	chrX	-	13	12	12	153471145	153495373	24228
NR_001589.1	HBBP1	chr11	-	3	2	1	5242247	5243105	858
NR_001589.1	HBBP1	chr11	-	3	2	2	5243328	5243449	121
NR_027756.1	HCCAT5	chr16	+	3	2	1	73092985	73093080	95
NR_027756.1	HCCAT5	chr16	+	3	2	2	73093211	73093463	252
